season,player,team,votes
2001,Daniel McPherson,Swans,5
2001,Matthew Burton,Kangaroos,5
2001,James Hird,Bombers,5
2001,Heath Black,Dockers,5
2001,Jason Ball,Swans,4
2001,Lance Picioane,Hawks,4
2001,Justin Longmuir,Dockers,4
2001,Ronnie Burns,Cats,4
2001,Angelo Lekkas,Hawks,4
2001,Byron Pickett,Kangaroos,4
2001,Matthew Rogers,Tigers,4
2001,Gavin Wanganeen,Power,4
2001,Mark Mercuri,Bombers,4
2001,Wayne Campbell,Tigers,4
2001,Brad Sholl,Cats,4
2001,Nigel Lappin,Lions,4
2001,Andrew Dunkley,Swans,4
2001,Andrew Thompson,Saints,4
2001,John Barker,Hawks,4
2001,David Schwarz,Demons,4
2001,Shane Woewodin,Demons,4
2001,Mark Bickley,Crows,4
2001,Stuart Maxfield,Swans,4
2001,Steven King,Cats,3
2001,Andrew Leoncelli,Demons,3
2001,Aaron Lord,Hawks,3
2001,Ben Kinnear,Magpies,3
2001,Chris Grant,Bulldogs,3
2001,Troy Wilson,Eagles,3
2001,Paul Hudson,Bulldogs,3
2001,Chris Heffernan,Bombers,3
2001,Jade Rawlings,Hawks,3
2001,Stewart Loewe,Saints,3
2001,Anthony McDonald,Demons,3
2001,Greg Stafford,Swans,3
2001,Ian Perrie,Crows,3
2001,Peter Matera,Eagles,3
2001,Aaron Hamill,Saints,3
2001,Jim Plunkett,Blues,3
2001,Adrian Fletcher,Dockers,3
2001,Ben Holland,Tigers,3
2001,Adam Ramanauskas,Bombers,3
2001,Damien Peverill,Bombers,3
2001,Paul Kelly,Swans,3
2001,Jarrod Molloy,Magpies,3
2001,Jonathan Hay,Hawks,3
2001,Paul Williams,Swans,3
2001,Jared Crouch,Swans,3
2001,Tony Liberatore,Bulldogs,3
2001,Russell Robertson,Demons,3
2001,Clint Bizzell,Cats,3
2001,Martin Pike,Lions,3
2001,Alastair Lynch,Lions,3
2001,Justin Koschitzke,Saints,3
2001,Mark McVeigh,Bombers,3
2001,Brad Scott,Lions,3
2001,Chad Rintoul,Magpies,3
2001,Mark Johnson,Bombers,3
2001,Clinton King,Tigers,3
2001,Paul Barnard,Bombers,3
2001,Che Cockatoo-Collins,Power,3
2001,Peter Burgoyne,Power,3
2001,Blake Caracella,Bombers,3
2001,James Clement,Magpies,3
2001,Rohan Smith,Bulldogs,3
2001,Matthew Robbins,Bulldogs,3
2001,Adam Simpson,Kangaroos,2
2001,David Wirrpanda,Eagles,2
2001,Gary Moorcroft,Bombers,2
2001,Daniel Ward,Demons,2
2001,Fraser Gehrig,Saints,2
2001,Drew Banfield,Eagles,2
2001,Matthew Croft,Bulldogs,2
2001,Lenny Hayes,Saints,2
2001,James McDonald,Demons,2
2001,Cameron Ling,Cats,2
2001,Corey McKernan,Kangaroos,2
2001,Darren Milburn,Cats,2
2001,Leo Barry,Swans,2
2001,Matthew Pavlich,Dockers,2
2001,Mark Stevens,Crows,2
2001,Daniel Giansiracusa,Bulldogs,2
2001,Jason Snell,Cats,2
2001,Shaun Rehn,Hawks,2
2001,Dustin Fletcher,Bombers,2
2001,Scott Lucas,Bombers,2
2001,Brett Burton,Crows,2
2001,Stephen Silvagni,Blues,2
2001,Cayden Beetham,Saints,2
2001,Lance Whitnall,Blues,2
2001,Josh Carr,Power,2
2001,Kent Kingsley,Cats,2
2001,Nathan Eagleton,Bulldogs,2
2001,Chris Scott,Lions,2
2001,Nathan Bassett,Crows,2
2001,Glenn Kilpatrick,Cats,2
2001,Brad Seymour,Swans,2
2001,Jason Saddington,Swans,2
2001,Garry Hocking,Cats,1
2001,David Clarke,Cats,1
2001,Ryan Houlihan,Blues,1
2001,Michael Collica,Eagles,1
2001,Chad Fletcher,Eagles,1
2001,Adam Houlihan,Cats,1
2001,Kane Johnson,Crows,1
2001,Phillip Matera,Eagles,1
2001,Ben Mathews,Swans,1
2001,Robert Murphy,Bulldogs,1
2001,Craig Callaghan,Saints,1
2001,Brenton Sanderson,Cats,1
2001,Darryl White,Lions,1
2001,Anthony Franchina,Blues,1
2001,Clark Keating,Lions,1
2001,Glen Jakovich,Eagles,1
2001,Tyson Edwards,Crows,1
2001,Matthew Collins,Demons,1
2001,Nathan Burke,Saints,1
2001,Simon Cox,Bulldogs,1
2001,Trent Croad,Hawks,1
2001,Beau McDonald,Lions,1
2001,Rhett Biglands,Crows,1
2001,Alistair Nicholson,Demons,1
2001,Scott Burns,Magpies,1
2001,Steven Baker,Saints,1
2001,Adam Contessa,Bulldogs,1
2001,Brodie Holland,Magpies,1
2001,Ben Hart,Crows,1
2002,Simon Black W,Lions,25
2002,Josh Francou,Power,21
2002,Adem Yze,Demons,17
2002,Shane Crawford,Hawks,17
2002,Michael Voss,Lions,17
2002,Des Headland,Lions,16
2002,Andrew McLeod,Crows,16
2002,Luke Darcy,Bulldogs,16
2002,Travis Johnstone,Demons,16
2002,Ben Cousins,Eagles,16
2002,Paul Williams,Swans,16
2002,Peter Bell,Dockers,14
2002,Nathan Buckley,Magpies,14
2002,Mark Ricciuto,Crows,13
2002,Nathan Brown,Bulldogs,13
2002,Cameron Ling,Cats,12
2002,Matthew Richardson,Tigers,12
2002,Roger James,Power,12
2002,David Neitz,Demons,11
2002,Barry Hall,Swans,11
2002,Nick Riewoldt,Saints,11
2002,Scott Burns,Magpies,11
2002,Matthew Bode,Crows,11
2002,Peter Riccardi,Cats,10
2002,Paul Kelly,Swans,10
2002,Brent Harvey,Kangaroos,10
2002,Richard Vandenberg,Hawks,10
2002,Martin Pike,Lions,10
2002,Tyson Edwards,Crows,10
2002,Warren Tredrea,Power,9
2002,Matthew Primus,Power,9
2002,Joel Corey,Cats,9
2002,Kane Johnson,Crows,9
2002,Jason Johnson,Bombers,9
2002,Daniel Kerr,Eagles,9
2002,Jess Sinclair,Kangaroos,8
2002,Jason Akermanis,Lions,8
2002,Damien Peverill,Bombers,8
2002,Wayne Campbell,Tigers,8
2002,Robert Murphy,Bulldogs,8
2002,Troy Simmonds,Dockers,8
2002,Glen Jakovich,Eagles,8
2002,Troy Cook,Dockers,8
2002,Scott West,Bulldogs,8
2002,Mark McGough,Magpies,8
2002,Adam Simpson,Kangaroos,7
2002,Steven King,Cats,7
2002,Paul Hasleby,Dockers,7
2002,Robert Harvey,Saints,7
2002,Adam Ramanauskas,Bombers,7
2002,Simon Goodwin,Crows,7
2002,Nigel Lappin,Lions,7
2002,James Hird,Bombers,7
2002,Andrew Leoncelli,Demons,6
2002,Nick Holland,Hawks,6
2002,Nick Stevens,Power,6
2002,Jarrad Schofield,Power,6
2002,Aaron Hamill,Saints,6
2002,Chad Fletcher,Eagles,6
2002,Michael Gardiner,Eagles,6
2002,Darren Milburn,Cats,6
2002,Matthew Lloyd,Bombers,6
2002,Scott Lucas,Bombers,6
2002,David Wirrpanda,Eagles,5
2002,Anthony Stevens,Kangaroos,5
2002,Byron Pickett,Kangaroos,5
2002,Corey McKernan,Blues,5
2002,Nathan Thompson,Hawks,5
2002,Justin Murphy,Blues,5
2002,Glenn Archer,Kangaroos,5
2002,Stuart Dew,Power,5
2002,Leigh Harding,Kangaroos,5
2002,Stephen Milne,Saints,5
2002,Mark McVeigh,Bombers,5
2002,Joel Bowden,Tigers,5
2002,Simon Cox,Hawks,5
2002,Matthew Burton,Kangaroos,5
2002,Heath Black,Saints,5
2002,Chris Tarrant,Magpies,4
2002,Lenny Hayes,Saints,4
2002,Craig Bradley,Blues,4
2002,Angelo Lekkas,Hawks,4
2002,Paul Chapman,Cats,4
2002,Ben Graham,Cats,4
2002,Nic Fosdike,Swans,4
2002,Josh Wooden,Eagles,4
2002,Tadhg Kennelly,Swans,4
2002,Scott Camporeale,Blues,4
2002,Alastair Lynch,Lions,4
2002,Jason Cloke,Magpies,4
2002,Mark Johnson,Bombers,4
2002,Brad Johnson,Bulldogs,4
2002,Josh Carr,Power,4
2002,Kent Kingsley,Cats,4
2002,Greg Tivendale,Tigers,4
2002,Tarkyn Lockyer,Magpies,4
2002,Daniel Ward,Demons,3
2002,James Gallagher,Crows,3
2002,Michael Braun,Eagles,3
2002,Stewart Loewe,Saints,3
2002,Steven Koops,Dockers,3
2002,Digby Morrell,Kangaroos,3
2002,Daniel Bandy,Bulldogs,3
2002,Steven McKee,Magpies,3
2002,Mitch Hahn,Bulldogs,3
2002,Anthony Rocca,Magpies,3
2002,Shaun Burgoyne,Power,3
2002,Matthew Pavlich,Dockers,3
2002,Daniel Chick,Hawks,3
2002,Leigh Colbert,Kangaroos,3
2002,Steven Alessio,Bombers,3
2002,Justin Leppitsch,Lions,3
2002,Shannon Grant,Kangaroos,3
2002,Dustin Fletcher,Bombers,3
2002,Joe Misiti,Bombers,3
2002,Chris Johnson,Lions,3
2002,Stephen Powell,Demons,3
2002,Jimmy Bartel,Cats,3
2002,David Teague,Kangaroos,3
2002,Andrew Thompson,Saints,3
2002,Clinton King,Tigers,3
2002,Lance Whitnall,Blues,3
2002,Matthew Nicks,Swans,3
2002,Paul Licuria,Magpies,3
2002,Peter Burgoyne,Power,3
2002,Luke McPharlin,Dockers,3
2002,Shane Woewodin,Demons,3
2002,Mark Coughlan,Tigers,3
2002,Ben Johnson,Magpies,3
2002,Matthew Lappin,Blues,3
2002,Rhett Biglands,Crows,3
2002,Chris Scott,Lions,3
2002,Rohan Smith,Bulldogs,3
2002,Chad Cornes,Power,3
2002,Brodie Holland,Magpies,3
2002,Mark Bickley,Crows,3
2002,Ray Hall,Tigers,3
2002,Brendon Lade,Power,3
2002,Chris Grant,Bulldogs,2
2002,Darryl Wakelin,Power,2
2002,Mark Alvey,Bulldogs,2
2002,Rupert Betheras,Magpies,2
2002,Troy Wilson,Eagles,2
2002,Adam Goodes,Swans,2
2002,Greg Stafford,Tigers,2
2002,Shane Wakelin,Magpies,2
2002,Barnaby French,Power,2
2002,Nick Davis,Magpies,2
2002,David King,Kangaroos,2
2002,Austinn Jones,Saints,2
2002,Andrew McKay,Blues,2
2002,Nigel Smart,Crows,2
2002,Mark Porter,Kangaroos,2
2002,Gavin Wanganeen,Power,2
2002,Simon Garlick,Bulldogs,2
2002,Heath Scotland,Magpies,2
2002,Brad Green,Demons,2
2002,Ryan O'Keefe,Swans,2
2002,Daryn Cresswell,Swans,2
2002,James Rahilly,Cats,2
2002,Josh Fraser,Magpies,2
2002,Tyson Stenglein,Crows,2
2002,Dean Rioli,Bombers,2
2002,Brett Kirk,Swans,2
2002,Trent Sporn,Blues,2
2002,Saverio Rocca,Kangaroos,2
2002,Brett Burton,Crows,2
2002,Andrew Dunkley,Swans,2
2002,Matthew Scarlett,Cats,2
2002,Leon Cameron,Tigers,2
2002,Nathan Brown,Demons,2
2002,Shane Parker,Dockers,2
2002,Adrian Cox,Hawks,2
2002,Paul Barnard,Bombers,2
2002,Che Cockatoo-Collins,Power,2
2002,Mark Bolton,Bombers,2
2002,Blake Caracella,Bombers,2
2002,Trent Croad,Dockers,2
2002,Jordan McMahon,Bulldogs,2
2002,Dean Cox,Eagles,2
2002,Nathan Bassett,Crows,2
2002,Jason Norrish,Dockers,2
2002,Steven Baker,Saints,2
2002,Stuart Maxfield,Swans,2
2002,Aaron Lord,Cats,1
2002,Fraser Gehrig,Saints,1
2002,Sam Mitchell,Hawks,1
2002,Matthew Bishop,Power,1
2002,Jeff White,Demons,1
2002,James Kelly,Cats,1
2002,Justin Longmuir,Dockers,1
2002,Shaun McManus,Dockers,1
2002,Matthew Croft,Bulldogs,1
2002,Paul Medhurst,Dockers,1
2002,Michael Doughty,Crows,1
2002,Cameron Mooney,Cats,1
2002,Brett Johnson,Hawks,1
2002,Ashley McIntosh,Eagles,1
2002,Matthew Rogers,Tigers,1
2002,Phillip Matera,Eagles,1
2002,Andrew Kellaway,Tigers,1
2002,Troy Broadbridge,Demons,1
2002,Jared Crouch,Swans,1
2002,Mark Mercuri,Bombers,1
2002,Simon Fletcher,Blues,1
2002,Shaun Rehn,Hawks,1
2002,Brett Voss,Saints,1
2002,Danny Jacobs,Bombers,1
2002,Carl Steinfort,Magpies,1
2002,Simon Beaumont,Blues,1
2002,Clint Bizzell,Demons,1
2002,Joel Smith,Hawks,1
2002,Nick Ries,Hawks,1
2002,Kris Barlow,Hawks,1
2002,Luke Hodge,Hawks,1
2002,Justin Blumfield,Bombers,1
2002,Darryl White,Lions,1
2002,Gerrard Bennett,Swans,1
2002,Sam Cranage,Blues,1
2002,Corey Enright,Cats,1
2002,Luke Power,Lions,1
2002,Craig McRae,Lions,1
2002,Steven Lawrence,Saints,1
2002,Beau McDonald,Lions,1
2002,Mark Chaffey,Tigers,1
2002,Matthew Robbins,Bulldogs,1
2002,Leigh Brown,Dockers,1
2003,Mark Ricciuto W,Crows,22
2003,Nathan Buckley W,Magpies,22
2003,Adam Goodes W,Swans,22
2003,Gavin Wanganeen,Power,21
2003,Ben Cousins,Eagles,21
2003,Shane Crawford,Hawks,21
2003,Peter Bell,Dockers,19
2003,Michael Voss,Lions,19
2003,James Hird,Bombers,19
2003,Andrew McLeod,Crows,18
2003,Robert Harvey,Saints,18
2003,Nigel Lappin,Lions,17
2003,Warren Tredrea,Power,16
2003,Brent Harvey,Kangaroos,16
2003,Mark Coughlan,Tigers,16
2003,Matthew Lloyd,Bombers,14
2003,Paul Hasleby,Dockers,13
2003,Chad Fletcher,Eagles,13
2003,Jude Bolton,Swans,13
2003,Anthony Stevens,Kangaroos,12
2003,Nick Stevens,Power,12
2003,Chris Tarrant,Magpies,12
2003,Cameron Ling,Cats,12
2003,Simon Black,Lions,12
2003,Shane Woewodin,Magpies,12
2003,Chris Judd,Eagles,12
2003,Jarrad Schofield,Power,11
2003,Jade Rawlings,Hawks,11
2003,Paul Licuria,Magpies,11
2003,Fraser Gehrig,Saints,10
2003,Kane Johnson,Tigers,10
2003,Peter Burgoyne,Power,10
2003,Scott Burns,Magpies,10
2003,Adam Simpson,Kangaroos,9
2003,Sam Mitchell,Hawks,9
2003,Des Headland,Dockers,9
2003,Nic Fosdike,Swans,9
2003,Graham Johncock,Crows,9
2003,David Neitz,Demons,8
2003,Lenny Hayes,Saints,8
2003,Byron Pickett,Power,8
2003,Michael Gardiner,Eagles,8
2003,Anthony Rocca,Magpies,8
2003,Paul Williams,Swans,8
2003,Cameron Bruce,Demons,8
2003,Jonathan Brown,Lions,8
2003,David Wirrpanda,Eagles,7
2003,Barry Hall,Swans,7
2003,Nick Riewoldt,Saints,7
2003,Brett Burton,Crows,7
2003,Greg Tivendale,Tigers,7
2003,Brady Rawlings,Kangaroos,6
2003,Sean Wellman,Bombers,6
2003,Joel Corey,Cats,6
2003,Corey McKernan,Blues,6
2003,Luke Darcy,Bulldogs,6
2003,Paul Chapman,Cats,6
2003,Wayne Campbell,Tigers,6
2003,Jason Johnson,Bombers,6
2003,Dean Brogan,Power,5
2003,Greg Stafford,Tigers,5
2003,Ian Perrie,Crows,5
2003,Jason Akermanis,Lions,5
2003,Nathan Brown,Bulldogs,5
2003,Anthony Koutoufides,Blues,5
2003,Matthew Pavlich,Dockers,5
2003,Daryn Cresswell,Swans,5
2003,Adem Yze,Demons,5
2003,Roger James,Power,5
2003,Alastair Lynch,Lions,5
2003,Matthew Scarlett,Cats,5
2003,Shaun Hart,Lions,5
2003,Nathan Brown,Demons,5
2003,Luke Power,Lions,5
2003,Andrew Embley,Eagles,5
2003,Nick Dal Santo,Saints,5
2003,Steven King,Cats,4
2003,Jason Ball,Swans,4
2003,Shaun McManus,Dockers,4
2003,Peter Everitt,Hawks,4
2003,Mitch Hahn,Bulldogs,4
2003,Andrew McKay,Blues,4
2003,Travis Johnstone,Demons,4
2003,Leo Barry,Swans,4
2003,Matthew Richardson,Tigers,4
2003,Darren Hulme,Blues,4
2003,Shannon Grant,Kangaroos,4
2003,Luke Hodge,Hawks,4
2003,Brett Montgomery,Power,4
2003,Daniel Kerr,Eagles,4
2003,Nathan Eagleton,Bulldogs,4
2003,Matthew Carr,Dockers,4
2003,Rohan Smith,Bulldogs,4
2003,Michael O'Loughlin,Swans,4
2003,Scott West,Bulldogs,4
2003,Andrew Leoncelli,Demons,3
2003,Nick Holland,Hawks,3
2003,Chris Heffernan,Demons,3
2003,Daniel Motlop,Kangaroos,3
2003,Justin Longmuir,Dockers,3
2003,Paul Medhurst,Dockers,3
2003,Ryan Houlihan,Blues,3
2003,Jess Sinclair,Kangaroos,3
2003,Damien Peverill,Bombers,3
2003,Austinn Jones,Saints,3
2003,Shane O'Bree,Magpies,3
2003,Xavier Clarke,Saints,3
2003,Troy Makepeace,Kangaroos,3
2003,Ben Graham,Cats,3
2003,Drew Petrie,Kangaroos,3
2003,Gary Ablett,Cats,3
2003,David Hille,Bombers,3
2003,Scott Welsh,Crows,3
2003,Joel Smith,Hawks,3
2003,Josh Fraser,Magpies,3
2003,Brendan Fevola,Blues,3
2003,Chris Johnson,Lions,3
2003,Ashley McGrath,Lions,3
2003,Stephen Powell,Saints,3
2003,Brad Scott,Lions,3
2003,Glen Jakovich,Eagles,3
2003,Mark Johnson,Bombers,3
2003,Damian Cupido,Bombers,3
2003,David Wojcinski,Cats,3
2003,Chad Cornes,Power,3
2003,Brodie Holland,Magpies,3
2003,Stuart Maxfield,Swans,3
2003,Mark Alvey,Bulldogs,2
2003,Michael Braun,Eagles,2
2003,Tom Harley,Cats,2
2003,Aaron Hamill,Saints,2
2003,Dean Solomon,Bombers,2
2003,Phillip Matera,Eagles,2
2003,Darren Milburn,Cats,2
2003,Nigel Smart,Crows,2
2003,Nathan Thompson,Hawks,2
2003,Max Hudghton,Saints,2
2003,Phillip Read,Eagles,2
2003,Justin Murphy,Blues,2
2003,Mark Stevens,Crows,2
2003,Daniel Giansiracusa,Bulldogs,2
2003,Jason Torney,Crows,2
2003,Chance Bateman,Hawks,2
2003,Russell Robertson,Demons,2
2003,Justin Leppitsch,Lions,2
2003,Clint Bizzell,Demons,2
2003,Troy Simmonds,Dockers,2
2003,Joe Misiti,Bombers,2
2003,Martin Pike,Lions,2
2003,Stephen Milne,Saints,2
2003,Joel Bowden,Tigers,2
2003,Peter Street,Cats,2
2003,Tyson Edwards,Crows,2
2003,Brad Johnson,Bulldogs,2
2003,Max Rooke,Cats,2
2003,Nathan Burke,Saints,2
2003,Mark Bolton,Bombers,2
2003,Troy Cook,Dockers,2
2003,Nathan Bassett,Crows,2
2003,Heath Black,Saints,2
2003,Leigh Brown,Kangaroos,2
2003,Daniel Bradshaw,Lions,1
2003,Guy Rigoni,Demons,1
2003,Andrew Welsh,Bombers,1
2003,Steven Kretiuk,Bulldogs,1
2003,Digby Morrell,Kangaroos,1
2003,Matthew McCarthy,Cats,1
2003,Ronnie Burns,Crows,1
2003,Rhyce Shaw,Magpies,1
2003,Ben Holland,Tigers,1
2003,David King,Kangaroos,1
2003,Paul Dimattina,Bulldogs,1
2003,David Rodan,Tigers,1
2003,Brad Ottens,Tigers,1
2003,Aaron Sandilands,Dockers,1
2003,Simon Garlick,Bulldogs,1
2003,Shaun Burgoyne,Power,1
2003,Heath Scotland,Magpies,1
2003,Mark Mercuri,Bombers,1
2003,Ryan O'Keefe,Swans,1
2003,Simon Fletcher,Blues,1
2003,Richard Vandenberg,Hawks,1
2003,Tadhg Kennelly,Swans,1
2003,Adam Schneider,Swans,1
2003,Nick Ries,Hawks,1
2003,Brett Kirk,Swans,1
2003,Kris Barlow,Hawks,1
2003,Dion Woods,Dockers,1
2003,Dustin Fletcher,Bombers,1
2003,Saverio Rocca,Kangaroos,1
2003,Mal Michael,Lions,1
2003,Scott Lucas,Bombers,1
2003,Leon Cameron,Tigers,1
2003,Matthew Whelan,Demons,1
2003,Daniel Harris,Kangaroos,1
2003,Bret Thornton,Blues,1
2003,Blake Caracella,Lions,1
2003,Leigh Montagna,Saints,1
2003,Mark Chaffey,Tigers,1
2003,David Haynes,Eagles,1
2003,Luke Ball,Saints,1
2003,John Baird,Kangaroos,1
2003,Ben Hart,Crows,1
2004,Chris Judd W,Eagles,30
2004,Mark Ricciuto,Crows,23
2004,Chad Cornes,Power,22
2004,Brett Kirk,Swans,20
2004,Scott West,Bulldogs,20
2004,Simon Black,Lions,18
2004,Nick Riewoldt,Saints,17
2004,Nigel Lappin,Lions,17
2004,Luke Power,Lions,17
2004,Warren Tredrea,Power,15
2004,Jeff White,Demons,15
2004,Adem Yze,Demons,14
2004,Paul Hasleby,Dockers,13
2004,Jimmy Bartel,Cats,13
2004,Jason Akermanis,Lions,12
2004,Cameron Ling,Cats,12
2004,Adam McPhee,Bombers,12
2004,Byron Schammer,Dockers,12
2004,Ben Johnson,Magpies,12
2004,Nick Dal Santo,Saints,12
2004,Austinn Jones,Saints,11
2004,Barry Hall,Swans,11
2004,Adam Simpson,Kangaroos,10
2004,David Neitz,Demons,10
2004,Lenny Hayes,Saints,10
2004,Chad Fletcher,Eagles,10
2004,Jude Bolton,Swans,10
2004,Matthew Richardson,Tigers,10
2004,Matthew Lloyd,Bombers,10
2004,Daniel Kerr,Eagles,10
2004,Michael Voss,Lions,10
2004,Fraser Gehrig,Saints,9
2004,Joel Corey,Cats,9
2004,Paul Williams,Swans,9
2004,Heath Scotland,Blues,9
2004,Josh Fraser,Magpies,9
2004,Scott Camporeale,Blues,9
2004,Brendan Fevola,Blues,9
2004,Cameron Bruce,Demons,9
2004,Nathan Brown,Demons,9
2004,Daniel Harris,Kangaroos,9
2004,Peter Bell,Dockers,9
2004,Paul Licuria,Magpies,9
2004,Matthew Lappin,Blues,9
2004,James Hird,Bombers,9
2004,Dean Solomon,Bombers,8
2004,Nathan Brown,Tigers,8
2004,Matthew Pavlich,Dockers,8
2004,Joel Bowden,Tigers,8
2004,Jonathan Brown,Lions,8
2004,Peter Burgoyne,Power,8
2004,Luke Ball,Saints,8
2004,Nick Stevens,Blues,7
2004,Peter Riccardi,Cats,7
2004,Paul Chapman,Cats,7
2004,Michael Wilson,Power,7
2004,Tadhg Kennelly,Swans,7
2004,Shannon Grant,Kangaroos,7
2004,David Teague,Blues,7
2004,David Wirrpanda,Eagles,6
2004,James Kelly,Cats,6
2004,Peter Everitt,Hawks,6
2004,Ben Graham,Cats,6
2004,Richard Vandenberg,Hawks,6
2004,Daniel Wells,Kangaroos,6
2004,Tyson Edwards,Crows,6
2004,Kane Cornes,Power,6
2004,Heath Black,Saints,6
2004,Brendon Lade,Power,6
2004,Jarrad Schofield,Power,5
2004,Shaun McManus,Dockers,5
2004,Des Headland,Dockers,5
2004,Steve Johnson,Cats,5
2004,Travis Johnstone,Demons,5
2004,Anthony Koutoufides,Blues,5
2004,Brad Green,Demons,5
2004,Robert Murphy,Bulldogs,5
2004,Scott Welsh,Crows,5
2004,Jason Johnson,Bombers,5
2004,Martin Pike,Lions,5
2004,Brett Montgomery,Power,5
2004,Chris Johnson,Lions,5
2004,Matthew Scarlett,Cats,5
2004,Dean Cox,Eagles,5
2004,Adam Goodes,Swans,4
2004,Robert Harvey,Saints,4
2004,Kane Johnson,Tigers,4
2004,Ben Cousins,Eagles,4
2004,Chance Bateman,Hawks,4
2004,Leigh Colbert,Kangaroos,4
2004,Luke Hodge,Hawks,4
2004,Scott Lucas,Bombers,4
2004,Andrew Embley,Eagles,4
2004,Nathan Eagleton,Bulldogs,4
2004,David Wojcinski,Cats,4
2004,Rohan Smith,Bulldogs,4
2004,Nathan Buckley,Magpies,4
2004,Mark McGough,Magpies,4
2004,Dean Brogan,Power,3
2004,Anthony Stevens,Kangaroos,3
2004,Leon Davis,Magpies,3
2004,Michael Braun,Eagles,3
2004,Andrew Welsh,Bombers,3
2004,Chris Tarrant,Magpies,3
2004,Paul Medhurst,Dockers,3
2004,Adam Cooney,Bulldogs,3
2004,Cameron Mooney,Cats,3
2004,Adam Kingsley,Power,3
2004,David King,Kangaroos,3
2004,Darren Milburn,Cats,3
2004,Leo Barry,Swans,3
2004,Troy Makepeace,Kangaroos,3
2004,Damien Adkins,Eagles,3
2004,Nathan Thompson,Hawks,3
2004,Justin Murphy,Bombers,3
2004,Gary Ablett,Cats,3
2004,Brent Harvey,Kangaroos,3
2004,Tyson Stenglein,Crows,3
2004,Saverio Rocca,Kangaroos,3
2004,Justin Koschitzke,Saints,3
2004,Michael Stevens,Kangaroos,3
2004,Stephen Powell,Saints,3
2004,Hayden Skipworth,Crows,3
2004,Brad Johnson,Bulldogs,3
2004,Josh Carr,Power,3
2004,Greg Tivendale,Tigers,3
2004,Brendon Goddard,Saints,3
2004,Scott Thompson,Demons,3
2004,Leigh Brown,Kangaroos,3
2004,Ted Richards,Bombers,2
2004,Brad Miller,Demons,2
2004,Sam Mitchell,Hawks,2
2004,Jason Ball,Swans,2
2004,Daniel Motlop,Kangaroos,2
2004,Andrew McLeod,Crows,2
2004,Jay Schulz,Tigers,2
2004,Mitch Hahn,Bulldogs,2
2004,Chad Morrison,Eagles,2
2004,Gavin Wanganeen,Power,2
2004,Jordan Bannister,Blues,2
2004,Ryan O'Keefe,Swans,2
2004,Roger James,Power,2
2004,Russell Robertson,Demons,2
2004,Justin Leppitsch,Lions,2
2004,Dean Rioli,Bombers,2
2004,Simon Goodwin,Crows,2
2004,Alastair Lynch,Lions,2
2004,Stephen Milne,Saints,2
2004,Mark McVeigh,Bombers,2
2004,Shane Crawford,Hawks,2
2004,Matthew Clarke,Crows,2
2004,Jamie Charman,Lions,2
2004,Kent Kingsley,Cats,2
2004,Luke McPharlin,Dockers,2
2004,Shane Woewodin,Magpies,2
2004,Trent Croad,Hawks,2
2004,Alan Didak,Magpies,2
2004,Michael O'Loughlin,Swans,2
2004,Brodie Holland,Magpies,2
2004,Stuart Maxfield,Swans,2
2004,Steven King,Cats,1
2004,Daniel Bradshaw,Lions,1
2004,Tom Harley,Cats,1
2004,Brady Rawlings,Kangaroos,1
2004,Jade Rawlings,Bulldogs,1
2004,Ken McGregor,Crows,1
2004,Matthew Croft,Bulldogs,1
2004,Ryan Houlihan,Blues,1
2004,Kris Massie,Crows,1
2004,Michael Doughty,Crows,1
2004,Ashley Sampi,Eagles,1
2004,Josh Hunt,Cats,1
2004,Scott Thornton,Dockers,1
2004,Jared Rivers,Demons,1
2004,Brett Johnson,Blues,1
2004,Tim Notting,Lions,1
2004,Nick Davis,Swans,1
2004,Phillip Matera,Eagles,1
2004,Ben Mathews,Swans,1
2004,Toby Thurstans,Power,1
2004,Phillip Read,Demons,1
2004,Aaron Sandilands,Dockers,1
2004,Brett Ebert,Power,1
2004,Shaun Burgoyne,Power,1
2004,Nic Fosdike,Swans,1
2004,Drew Petrie,Kangaroos,1
2004,Wayne Campbell,Tigers,1
2004,Brent Guerra,Saints,1
2004,Andrew Walker,Blues,1
2004,Paul Koulouriotis,Cats,1
2004,Jason Cloke,Magpies,1
2004,Wayne Carey,Crows,1
2004,Ashley McGrath,Lions,1
2004,Andrew Thompson,Saints,1
2004,Shane Parker,Dockers,1
2004,Craig McRae,Lions,1
2004,Jordan McMahon,Bulldogs,1
2004,David Haynes,Cats,1
2004,Jeff Farmer,Dockers,1
2004,Nathan Bassett,Crows,1
2004,Graham Johncock,Crows,1
2005,Ben Cousins W,Eagles,20
2005,Daniel Kerr,Eagles,19
2005,Nick Dal Santo,Saints,18
2005,Scott West,Bulldogs,17
2005,Barry Hall,Swans,16
2005,Tyson Edwards,Crows,16
2005,Luke Hodge,Hawks,15
2005,Chris Judd,Eagles,15
2005,Matthew Pavlich,Dockers,14
2005,Luke Power,Lions,14
2005,Peter Everitt,Hawks,13
2005,Cameron Ling,Cats,13
2005,Jude Bolton,Swans,13
2005,Paul Hasleby,Dockers,12
2005,Adam Cooney,Bulldogs,12
2005,Warren Tredrea,Power,11
2005,Nick Stevens,Blues,11
2005,Andrew McLeod,Crows,11
2005,Jason Akermanis,Lions,11
2005,Joel Corey,Cats,11
2005,Mark Ricciuto,Crows,11
